yr,mo,dy,date,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1994,9,1,9/1/1994,MS,0,0,0,33.28,-89.17,0,0,1,10
1994,11,5,11/5/1994,MS,1,0,0,31,-89.85,31.03,-89.82,3,100
1994,11,27,11/27/1994,MS,0,0,0,32.95,-90.43,32.98,-90.17,15,100
1994,11,27,11/27/1994,MS,0,0,0,32.27,-90.25,32.35,-90.13,8,50
1994,11,27,11/27/1994,MS,1,0,0,32.6,-89.12,32.77,-88.88,16,100
1994,11,27,11/27/1994,MS,1,2,0,32.73,-91.03,32.7,-90.92,7,200
1994,11,27,11/27/1994,MS,1,0,0,32.05,-91.02,32.13,-90.78,18,150
1994,11,27,11/27/1994,MS,1,0,0,32.4,-90.23,32.43,-89.93,20,200
1994,11,27,11/27/1994,MS,3,0,2,31.88,-89.75,32.22,-89.17,40,200
1994,12,3,12/3/1994,MS,0,0,0,30.42,-88.5,0,0,0.1,23
1995,1,18,1/18/1995,MS,0,0,0,33.45,-89.88,0,0,1,23
1995,1,18,1/18/1995,MS,0,0,0,33.48,-89.73,0,0,2,40
1995,3,6,3/6/1995,MS,0,0,0,32.67,-90.18,0,0,1,200
1995,3,7,3/7/1995,MS,0,0,0,31.22,-89.2,0,0,2,50
1995,3,7,3/7/1995,MS,0,0,0,32.05,-89.33,0,0,1,30
1995,3,7,3/7/1995,MS,0,0,0,32.05,-89.3,0,0,1,33
1995,3,7,3/7/1995,MS,0,0,0,31,-89.45,0,0,1,40
1995,3,7,3/7/1995,MS,0,0,0,32.05,-88.73,0,0,2,50
1995,3,7,3/7/1995,MS,1,1,0,31.97,-89.45,32,-89.42,3,500
1995,4,11,4/11/1995,MS,1,0,0,31.22,-89.5,0,0,2.5,200
1995,4,11,4/11/1995,MS,1,0,1,31.12,-90.05,31.12,-89.95,5,30
1995,4,11,4/11/1995,MS,2,0,0,31,-90.08,31.25,-89.68,23,500
1995,4,20,4/20/1995,MS,0,0,0,33.32,-89.17,0,0,1,50
1995,4,20,4/20/1995,MS,0,0,0,34.07,-88.4,0,0,0.1,10
1995,4,20,4/20/1995,MS,0,0,0,33.8,-88.73,0,0,0.5,10
1995,4,20,4/20/1995,MS,0,0,0,31.38,-91.4,0,0,1,40
1995,4,20,4/20/1995,MS,1,0,0,31.93,-90.4,0,0,2,100
1995,4,20,4/20/1995,MS,2,0,0,33.1,-89.05,0,0,1,50
1995,4,20,4/20/1995,MS,2,0,0,32.48,-90.82,0,0,1,100
1995,4,20,4/20/1995,MS,2,0,0,33.3,-88.62,33.58,-88.32,32,100
1995,4,22,4/22/1995,MS,0,0,0,31.28,-90.47,0,0,0.1,20
1995,4,22,4/22/1995,MS,0,0,0,31.25,-90.45,31.25,-90.38,5,20
1995,4,22,4/22/1995,MS,0,0,0,30.33,-89.62,0,0,0.1,20
1995,4,22,4/22/1995,MS,0,0,0,31.38,-90.33,0,0,1,40
1995,4,22,4/22/1995,MS,1,0,0,32.9,-90.7,32.8,-90.57,8,200
1995,4,23,4/23/1995,MS,0,0,0,30.4,-88.9,0,0,0.3,23
1995,4,30,4/30/1995,MS,0,0,0,34.13,-88.85,0,0,0.5,10
1995,5,8,5/8/1995,MS,1,0,0,31.12,-90.95,31.33,-90.7,15,33
1995,5,8,5/8/1995,MS,2,0,0,32.25,-89.78,32.35,-89.7,7,440
1995,5,9,5/9/1995,MS,0,0,0,30.25,-89.45,0,0,0.3,23
1995,5,9,5/9/1995,MS,1,0,0,30.58,-88.5,0,0,1,30
1995,5,9,5/9/1995,MS,1,0,0,30.43,-88.82,0,0,0.2,23
1995,5,15,5/15/1995,MS,0,0,0,34.62,-89.18,0,0,0.2,20
1995,5,18,5/18/1995,MS,0,0,0,34.67,-88.52,0,0,1,23
1995,5,18,5/18/1995,MS,0,0,0,32.28,-88.5,0,0,0.5,30
1995,5,18,5/18/1995,MS,1,0,0,34.4,-88.55,34.43,-88.52,2,50
1995,5,19,5/19/1995,MS,1,0,0,30.77,-89.53,0,0,0.3,23
1995,7,4,7/4/1995,MS,0,0,0,32.9,-90.17,0,0,1,30
1995,10,27,10/27/1995,MS,0,0,0,31.67,-90.45,0,0,1,40
1995,10,27,10/27/1995,MS,0,0,0,31.5,-89.85,0,0,2,100
1995,10,27,10/27/1995,MS,0,0,0,31.7,-90.32,0,0,1,40
1995,10,27,10/27/1995,MS,0,0,0,31.43,-88.48,0,0,0.1,23
1995,11,11,11/11/1995,MS,1,0,0,31.15,-90.15,31.17,-90.13,3,20
1995,11,11,11/11/1995,MS,3,2,0,32.52,-90.4,32.55,-90.1,15,200
1995,11,11,11/11/1995,MS,3,2,0,31.73,-89.67,31.77,-89.53,7,400
1996,1,18,1/18/1996,MS,0,0,0,34.88,-89.68,34.88,-89.68,0.1,10
1996,1,18,1/18/1996,MS,0,1,0,34.2,-88.93,34.22,-88.95,1,25
1996,1,18,1/18/1996,MS,0,0,0,30.67,-88.5,30.67,-88.5,0.1,10
1996,2,19,2/19/1996,MS,1,0,0,30.72,-89.57,30.72,-89.48,7,40
1996,2,19,2/19/1996,MS,1,0,0,30.97,-89.28,31,-89.25,2,100
1996,2,19,2/19/1996,MS,1,0,0,31.12,-89.03,31.27,-88.72,21,400
1996,2,19,2/19/1996,MS,2,10,0,30.82,-89.67,31.02,-89.4,23,430
1996,2,19,2/19/1996,MS,2,4,0,31.35,-88.85,31.57,-88.58,18,400
1996,3,5,3/5/1996,MS,1,5,0,31.23,-90.18,31.28,-90.05,8,65
1996,3,18,3/18/1996,MS,0,0,0,32.02,-90.22,32.03,-90.17,2.5,70
1996,3,18,3/18/1996,MS,0,0,0,31.43,-88.63,31.57,-88.5,12,200
1996,3,18,3/18/1996,MS,1,0,0,31.97,-90.3,32,-90.27,4,100
1996,3,18,3/18/1996,MS,1,0,0,32.07,-90.1,32.17,-90.02,9,100
1996,3,18,3/18/1996,MS,1,0,0,31.4,-89.13,31.43,-88.95,12,300
1996,3,18,3/18/1996,MS,1,0,0,31.43,-88.95,31.5,-88.77,12,300
1996,3,18,3/18/1996,MS,1,0,0,31.37,-90,31.43,-89.9,8,200
1996,3,18,3/18/1996,MS,1,0,0,31.45,-88.88,31.47,-88.83,3,200
1996,4,13,4/13/1996,MS,0,0,0,30.38,-89.08,30.38,-89.08,0.5,10
1996,4,14,4/14/1996,MS,0,0,0,30.38,-89.08,30.38,-89.08,0.5,10
1996,4,20,4/20/1996,MS,1,0,0,33.47,-89.87,33.5,-89.8,6,200
1996,4,22,4/22/1996,MS,2,0,0,32.37,-90.97,32.55,-90.73,21,440
1996,4,29,4/29/1996,MS,0,0,0,30.38,-88.62,30.47,-88.53,5,20
1996,9,16,9/16/1996,MS,0,3,0,34.2,-88.7,34.2,-88.7,1,25
1996,9,26,9/26/1996,MS,0,0,0,34.77,-89.45,34.77,-89.45,0.5,20
1996,11,7,11/7/1996,MS,0,0,0,30.37,-89.43,30.37,-89.43,0.1,10
1996,11,7,11/7/1996,MS,1,2,0,32,-89.78,32.1,-89.6,13,440
1996,11,30,11/30/1996,MS,1,0,0,31.17,-90.65,31.23,-90.62,5,30
1997,1,15,1/15/1997,MS,1,2,0,31.28,-89.55,31.32,-89.47,7,80
1997,1,15,1/15/1997,MS,1,0,0,30.9,-89.47,30.9,-89.47,0.1,10
1997,1,24,1/24/1997,MS,0,0,0,34.13,-89.37,34.13,-89.37,0.1,10
1997,1,27,1/27/1997,MS,0,0,0,33.63,-89.72,33.63,-89.72,1,40
1997,2,21,2/21/1997,MS,2,1,0,32.52,-89.57,32.57,-89.52,5,200
1997,2,21,2/21/1997,MS,2,0,0,32.57,-89.48,32.58,-89.47,1,200
1997,2,28,2/28/1997,MS,0,0,0,32.45,-90.43,32.45,-90.43,1,40
1997,2,28,2/28/1997,MS,0,0,0,32.52,-90.37,32.53,-90.37,2,40
1997,2,28,2/28/1997,MS,0,0,0,32.6,-90.32,32.6,-90.28,1,40
1997,2,28,2/28/1997,MS,0,0,0,32.72,-90.27,32.75,-90.25,2,40
1997,3,1,3/1/1997,MS,1,0,0,33.97,-89.4,34.08,-89.23,10,400
1997,3,1,3/1/1997,MS,1,4,1,34.1,-89.22,34.37,-88.88,15,400
1997,3,1,3/1/1997,MS,3,1,0,34.07,-89.43,34.17,-89.35,5,400
1997,3,1,3/1/1997,MS,3,0,0,34.17,-89.37,34.27,-89.27,5,400
1997,3,1,3/1/1997,MS,3,0,0,34.27,-89.23,34.38,-89.07,10,400
1997,3,1,3/1/1997,MS,3,16,0,34.38,-89.03,34.58,-88.83,30,400
1997,3,5,3/5/1997,MS,0,0,0,34.33,-88.57,34.33,-88.57,0.1,10
1997,5,2,5/2/1997,MS,0,0,0,33.33,-89.75,33.33,-89.75,1,40
1997,5,2,5/2/1997,MS,0,0,0,33.68,-88.33,33.68,-88.33,5,50
1997,5,2,5/2/1997,MS,0,0,0,33.65,-90.35,33.65,-90.35,1,40
1997,5,2,5/2/1997,MS,1,0,0,33.27,-89.55,33.3,-89.48,3,50
1997,5,2,5/2/1997,MS,3,0,0,33.17,-90.23,33.23,-89.9,20,200
1997,5,14,5/14/1997,MS,0,0,0,33.12,-89.88,33.12,-89.87,2,30
1997,5,14,5/14/1997,MS,1,0,0,33.02,-89.7,33.02,-89.7,1.5,70
1997,5,27,5/27/1997,MS,0,0,0,32.45,-90.1,32.45,-90.1,0.5,30
1997,10,23,10/23/1997,MS,1,0,0,31.65,-91.12,31.65,-91.12,1.5,40
1997,10,23,10/23/1997,MS,1,0,0,31.87,-90.9,31.87,-90.9,1.5,40
1997,10,24,10/24/1997,MS,0,0,0,32.33,-90.17,32.33,-90.17,1,100
1997,10,25,10/25/1997,MS,1,0,0,30.83,-89.7,30.83,-89.7,0.2,40
1997,10,25,10/25/1997,MS,1,0,0,30.58,-89.4,30.58,-89.38,0.8,40
1997,10,25,10/25/1997,MS,1,7,0,30.73,-88.58,30.82,-88.35,13,300
1997,11,21,11/21/1997,MS,1,2,0,30.5,-89.7,30.5,-89.7,4,100
1997,11,21,11/21/1997,MS,1,0,0,30.52,-89.42,30.52,-89.42,0.3,30
1997,11,21,11/21/1997,MS,1,0,0,30.58,-89.2,30.58,-89.2,0.3,30
1998,2,10,2/10/1998,MS,0,0,0,33.65,-90.22,33.65,-90.22,1.5,50
1998,2,26,2/26/1998,MS,1,0,0,31.95,-90.98,32.1,-90.8,13,1230
1998,2,26,2/26/1998,MS,1,0,0,31.6,-89.32,31.63,-89.22,5.5,100
1998,4,16,4/16/1998,MS,0,0,0,33.7,-90.28,33.7,-90.28,2,50
1998,4,16,4/16/1998,MS,1,0,0,33.6,-90.87,33.63,-90.82,4,100
1998,4,17,4/17/1998,MS,0,0,0,30.98,-89.27,30.98,-89.27,1.5,50
1998,4,27,4/27/1998,MS,0,0,0,34.65,-89.45,34.65,-89.45,0.2,30
1998,6,5,6/5/1998,MS,1,0,0,33.47,-88.32,33.47,-88.32,1,50
1998,6,5,6/5/1998,MS,1,0,0,31.22,-89.2,31.22,-89.2,1.5,50
1998,6,15,6/15/1998,MS,0,0,0,32.37,-89.65,32.37,-89.65,1,40
1998,6,15,6/15/1998,MS,0,0,0,32.83,-90.27,32.83,-90.27,1,40
1998,8,13,8/13/1998,MS,0,0,0,30.28,-89.38,30.28,-89.38,0.1,30
1998,9,20,9/20/1998,MS,0,0,0,30.32,-89.33,30.32,-89.33,0.1,30
1998,9,20,9/20/1998,MS,1,1,0,30.68,-89.53,30.68,-89.53,0.1,40
1999,1,8,1/8/1999,MS,0,0,0,33.1,-90.5,33.1,-90.5,1,50
1999,1,17,1/17/1999,MS,0,2,0,34.95,-89.45,34.95,-89.45,0.5,50
1999,1,21,1/21/1999,MS,0,0,0,33.6,-90.82,33.73,-90.57,15.5,50
1999,1,21,1/21/1999,MS,0,0,0,33.38,-91.03,33.38,-91.03,1,50
1999,1,21,1/21/1999,MS,0,0,0,33.15,-90.53,33.18,-90.48,3,50
1999,1,21,1/21/1999,MS,0,0,0,34.33,-90.15,34.43,-90.1,8,0
1999,1,21,1/21/1999,MS,0,0,0,34.62,-89.95,34.65,-89.83,7,0
1999,1,21,1/21/1999,MS,0,0,0,33.57,-90.37,33.57,-90.37,2,700
1999,1,21,1/21/1999,MS,0,0,0,33.67,-90.73,33.82,-90.53,15,100
1999,1,21,1/21/1999,MS,1,0,0,33.85,-90.9,33.85,-90.9,2,100
1999,1,21,1/21/1999,MS,1,0,0,33.75,-90.73,33.75,-90.73,2,0
1999,1,21,1/21/1999,MS,1,0,0,33.15,-90.85,33.18,-90.82,3,50
1999,1,21,1/21/1999,MS,2,0,0,33.48,-90.62,33.68,-90.52,15,100
1999,1,22,1/22/1999,MS,0,0,0,34.97,-90.03,34.97,-90.03,2,0
1999,1,22,1/22/1999,MS,0,0,0,31.78,-91.13,31.78,-91.13,1,50
1999,1,22,1/22/1999,MS,0,0,0,31.97,-90.98,31.97,-90.98,1,50
1999,1,22,1/22/1999,MS,0,0,0,32.18,-90.62,32.18,-90.62,1,50
1999,1,22,1/22/1999,MS,0,0,0,33.12,-90.05,33.12,-90.05,1,50
1999,1,22,1/22/1999,MS,0,0,0,32.3,-90.4,32.3,-90.4,1,50
1999,1,22,1/22/1999,MS,0,0,0,33.33,-89.75,33.33,-89.75,1,50
1999,1,22,1/22/1999,MS,0,0,0,32.33,-90.82,32.38,-90.78,4,50
1999,1,22,1/22/1999,MS,0,0,0,33.12,-90.12,33.12,-90.12,1,50
1999,1,22,1/22/1999,MS,0,0,0,34.65,-88.55,34.65,-88.55,0.2,20
1999,1,22,1/22/1999,MS,0,0,0,34.5,-88.63,34.5,-88.63,0.1,10
1999,1,22,1/22/1999,MS,0,0,0,31,-90.52,31,-90.52,0.1,20
1999,1,22,1/22/1999,MS,0,0,0,34.58,-88.6,34.58,-88.6,0.1,10
1999,1,22,1/22/1999,MS,0,0,0,31.38,-90.23,31.38,-90.23,1,0
1999,1,22,1/22/1999,MS,1,0,0,34.93,-88.52,34.93,-88.52,5,50
1999,2,27,2/27/1999,MS,0,0,0,31.75,-90.13,31.75,-90.13,1,50
1999,2,27,2/27/1999,MS,3,0,0,31.62,-90.23,31.72,-89.98,17,440
1999,3,9,3/9/1999,MS,0,0,0,31.25,-90.42,31.25,-90.42,0.1,10
1999,3,9,3/9/1999,MS,0,0,0,31.22,-90.37,31.22,-90.37,0.1,10
1999,3,13,3/13/1999,MS,0,0,0,30.37,-88.52,30.37,-88.52,0.1,10
1999,4,14,4/14/1999,MS,0,0,0,32.9,-90.9,32.9,-90.9,1,50
1999,4,14,4/14/1999,MS,0,0,0,33.28,-90.13,33.28,-90.13,1,50
1999,4,14,4/14/1999,MS,0,0,0,31.32,-89.32,31.32,-89.32,1,50
1999,4,14,4/14/1999,MS,3,33,1,31.7,-89.47,31.88,-89.12,25.5,880
1999,5,5,5/5/1999,MS,0,0,0,32.9,-90.42,32.9,-90.42,1,40
1999,5,5,5/5/1999,MS,0,0,0,33.15,-90.5,33.15,-90.5,1,40
1999,5,5,5/5/1999,MS,0,0,0,33.48,-89.37,33.48,-89.37,1,40
1999,5,5,5/5/1999,MS,1,0,0,33.45,-90.18,33.45,-90.18,1,50
1999,5,30,5/30/1999,MS,0,0,0,30.73,-89.48,30.73,-89.48,0.5,30
1999,12,9,12/9/1999,MS,3,1,0,32.63,-90.35,32.7,-90.28,6,400
2000,1,3,1/3/2000,MS,0,0,0,31.1,-91.27,31.1,-91.27,0.1,20
2000,1,3,1/3/2000,MS,1,0,0,33.63,-90.37,33.67,-90.33,3,150
2000,1,3,1/3/2000,MS,2,0,0,32.18,-89.15,32.22,-89.05,6,210
2000,1,3,1/3/2000,MS,3,0,0,34.17,-89.55,34.6,-89.08,43.2,500
2000,2,18,2/18/2000,MS,0,0,0,35,-89.52,34.98,-89.52,1,20
2000,2,18,2/18/2000,MS,0,0,0,33.88,-89.85,33.88,-89.85,1,40
2000,2,18,2/18/2000,MS,0,0,0,33.93,-89.88,33.95,-89.87,1,20
2000,2,18,2/18/2000,MS,0,0,0,34.97,-88.38,34.97,-88.38,1,20
2000,2,18,2/18/2000,MS,0,0,0,33.45,-88.62,33.45,-88.62,1,40
2000,3,3,3/3/2000,MS,0,0,0,31.27,-88.7,31.22,-88.62,6,30
2000,4,2,4/2/2000,MS,0,0,0,32.83,-89.12,32.83,-89.12,1,50
2000,4,3,4/3/2000,MS,0,0,0,31.13,-90.45,31.13,-90.45,0.2,20
2000,4,24,4/24/2000,MS,0,0,0,30.85,-89.13,30.85,-89.13,2,50
2000,4,24,4/24/2000,MS,0,0,0,30.83,-89.12,30.85,-89.07,3.5,50
2000,7,16,7/16/2000,MS,0,0,0,30.38,-88.5,30.38,-88.5,0.1,20
2000,7,16,7/16/2000,MS,0,0,0,30.45,-89.35,30.45,-89.35,0.1,20
2000,7,22,7/22/2000,MS,0,0,0,30.37,-89.37,30.37,-89.37,0.1,20
2000,7,22,7/22/2000,MS,0,0,0,30.48,-89.43,30.48,-89.43,0.1,20
2000,7,22,7/22/2000,MS,0,0,0,30.48,-89.7,30.48,-89.7,0.1,20
2000,7,22,7/22/2000,MS,0,0,0,30.83,-89.53,30.83,-89.53,0.1,20
2000,7,22,7/22/2000,MS,0,0,0,30.4,-88.9,30.4,-88.9,0.1,20
2000,8,20,8/20/2000,MS,0,0,0,30.43,-88.55,30.43,-88.55,0.5,30
2000,9,2,9/2/2000,MS,0,0,0,30.43,-89.08,30.43,-89.08,0.2,20
2000,9,2,9/2/2000,MS,0,0,0,30.38,-89.08,30.38,-89.08,0.2,20
2000,11,8,11/8/2000,MS,0,0,0,34.53,-88.6,34.53,-88.6,1,10
2000,11,9,11/9/2000,MS,0,0,0,31.12,-89.45,31.12,-89.45,0.5,50
2000,12,16,12/16/2000,MS,2,17,0,32.4,-88.67,32.5,-88.5,12,440
2001,2,16,2/16/2001,MS,0,0,0,31.4,-89.67,31.45,-89.63,3,150
2001,2,16,2/16/2001,MS,0,0,0,31.6,-89.33,31.6,-89.33,0.5,150
2001,2,16,2/16/2001,MS,2,1,1,33.02,-89.97,33.02,-89.87,4,500
2001,2,24,2/24/2001,MS,0,0,0,33.23,-90.5,33.23,-90.5,0.5,350
2001,2,24,2/24/2001,MS,2,0,0,33.5,-91.18,33.83,-90.7,37,440
2001,2,24,2/24/2001,MS,3,0,0,33.48,-90.15,33.72,-89.9,22,400
2001,2,24,2/24/2001,MS,3,73,6,34.03,-89.35,34.58,-88.6,52,1000
2001,3,12,3/12/2001,MS,0,0,0,30.72,-89.6,30.72,-89.6,0.2,20
2001,3,12,3/12/2001,MS,0,0,0,30.67,-89.13,30.67,-89.13,0.1,20
2001,3,12,3/12/2001,MS,0,0,0,30.65,-89,30.65,-89,0.2,20
2001,3,12,3/12/2001,MS,1,0,0,31.27,-89.83,31.35,-89.73,8,440
2001,3,12,3/12/2001,MS,1,0,0,31.22,-90.05,31.22,-89.95,5.5,440
2001,3,12,3/12/2001,MS,1,0,0,31.25,-89.8,31.28,-89.72,6,440
2001,3,12,3/12/2001,MS,1,7,0,31.3,-89.7,31.32,-89.37,18,440
2001,3,12,3/12/2001,MS,1,5,0,31.32,-89.32,31.35,-89.23,7,440
2001,5,28,5/28/2001,MS,0,0,0,33.57,-90.93,33.6,-90.88,3,100
2001,5,28,5/28/2001,MS,0,0,0,33.73,-90.75,33.73,-90.75,1,100
2001,5,28,5/28/2001,MS,0,0,0,33.65,-90.73,33.68,-90.72,1,100
2001,6,7,6/7/2001,MS,0,0,0,31.53,-91.1,31.55,-91.08,0.4,100
2001,6,11,6/11/2001,MS,0,0,0,30.72,-88.5,30.72,-88.5,1,30
2001,6,11,6/11/2001,MS,1,0,0,30.42,-89.4,30.43,-89.42,1,40
2001,6,11,6/11/2001,MS,1,0,0,30.38,-89.08,30.38,-89.08,0.3,70
2001,6,11,6/11/2001,MS,1,2,0,30.75,-88.45,30.87,-88.47,10,75
2001,6,13,6/13/2001,MS,0,0,0,31.55,-89.13,31.57,-89.07,0.3,100
2001,8,7,8/7/2001,MS,0,0,0,30.37,-88.53,30.37,-88.53,0.8,20
2001,8,13,8/13/2001,MS,0,0,0,30.58,-89.67,30.58,-89.67,0.1,20
2001,9,13,9/13/2001,MS,0,0,0,34.93,-89.28,34.97,-89.03,5,50
2001,10,11,10/11/2001,MS,0,0,0,32.9,-90.2,32.9,-90.2,0.5,30
2001,10,11,10/11/2001,MS,0,0,0,32.95,-89.77,32.95,-89.77,1,40
2001,10,13,10/13/2001,MS,0,0,0,32.15,-90.13,32.15,-90.13,0.2,30
2001,10,13,10/13/2001,MS,0,0,0,32.25,-90.17,32.25,-90.17,0.2,30
2001,10,13,10/13/2001,MS,0,0,0,31.75,-90.65,31.75,-90.65,0.2,30
2001,10,13,10/13/2001,MS,0,0,0,31.55,-90.5,31.55,-90.48,1,40
2001,10,13,10/13/2001,MS,0,0,0,31.33,-89.83,31.33,-89.83,0.2,25
2001,10,13,10/13/2001,MS,0,0,0,31.42,-89.55,31.42,-89.55,0.2,25
2001,10,13,10/13/2001,MS,0,0,0,31.5,-89.32,31.5,-89.32,0.2,25
2001,10,13,10/13/2001,MS,0,0,0,31.7,-89.13,31.7,-89.13,0.2,25
2001,10,13,10/13/2001,MS,0,0,0,32.18,-88.82,32.18,-88.82,0.2,30
2001,10,13,10/13/2001,MS,0,0,0,32.38,-88.73,32.38,-88.73,0.3,25
2001,10,13,10/13/2001,MS,1,0,0,33.5,-88.37,33.5,-88.37,0.2,30
2001,11,24,11/24/2001,MS,0,0,0,32.32,-90.43,32.32,-90.43,0.2,50
2001,11,24,11/24/2001,MS,0,0,0,32.43,-90.25,32.43,-90.25,0.3,50
2001,11,24,11/24/2001,MS,0,0,0,33.42,-88.9,33.42,-88.9,0.1,50
2001,11,24,11/24/2001,MS,0,0,0,32.17,-88.58,32.18,-88.58,0.5,50
2001,11,24,11/24/2001,MS,0,0,0,32.13,-88.8,32.13,-88.8,0.3,50
2001,11,24,11/24/2001,MS,1,0,0,33.93,-90.65,34.02,-90.55,10,400
2001,11,24,11/24/2001,MS,1,0,0,32.9,-89.7,32.9,-89.7,0.2,50
2001,11,24,11/24/2001,MS,1,0,0,33.15,-88.35,33.23,-88.25,8,50
2001,11,24,11/24/2001,MS,2,9,0,34.85,-89.83,34.88,-89.82,6,300
2001,11,24,11/24/2001,MS,2,33,3,34.15,-90.45,34.67,-90.1,43.5,300
2001,11,24,11/24/2001,MS,3,5,0,33.23,-90.63,33.28,-90.58,5,400
2001,11,24,11/24/2001,MS,4,48,0,33.47,-91.1,33.87,-90.72,30.3,880
2001,11,24,11/24/2001,MS,4,21,2,32.43,-90.2,32.57,-90.05,11.5,880
2001,11,26,11/26/2001,MS,1,0,0,33.68,-90.05,33.8,-89.87,12,50
2001,12,13,12/13/2001,MS,0,0,0,32.5,-90.28,32.5,-90.28,0.2,30
2001,12,13,12/13/2001,MS,0,0,0,32.47,-90.1,32.47,-90.1,0.2,25
2001,12,13,12/13/2001,MS,0,0,0,32.48,-89.87,32.48,-89.87,0.1,25
2001,12,13,12/13/2001,MS,0,0,0,31.27,-88.93,31.27,-88.93,0.1,20
2001,12,23,12/23/2001,MS,0,0,0,32.32,-89.17,32.32,-89.17,0.2,30
2002,2,19,2/19/2002,MS,1,0,0,32.85,-90.42,32.85,-90.42,0.8,250
2002,3,15,3/15/2002,MS,1,0,0,31.73,-89.17,31.72,-89.15,1,300
2002,3,16,3/16/2002,MS,1,0,0,32.18,-90.32,32.22,-90.28,2,300
2002,4,30,4/30/2002,MS,0,0,0,34.08,-89.03,34.05,-89,3,25
2002,4,30,4/30/2002,MS,0,0,0,34.07,-89.02,34.08,-88.95,4,25
2002,5,13,5/13/2002,MS,0,0,0,33.78,-89.82,33.78,-89.82,1.5,40
2002,10,3,10/3/2002,MS,0,0,0,30.43,-89.37,30.43,-89.37,0.3,30
2002,10,3,10/3/2002,MS,0,0,0,30.78,-89.77,30.78,-89.77,0.3,30
2002,10,3,10/3/2002,MS,0,0,0,32.18,-89.4,32.18,-89.4,0.5,50
2002,10,3,10/3/2002,MS,0,0,0,32.28,-89.48,32.28,-89.48,0.5,50
2002,10,3,10/3/2002,MS,0,0,0,32.1,-89.7,32.1,-89.7,0.5,50
2002,10,3,10/3/2002,MS,0,0,0,32.25,-89.67,32.25,-89.67,0.5,50
2002,10,3,10/3/2002,MS,0,0,0,30.55,-88.9,30.55,-88.9,0.3,30
2002,10,3,10/3/2002,MS,0,0,0,30.85,-89.13,30.85,-89.13,0.1,20
2002,10,3,10/3/2002,MS,1,0,0,32.07,-89.5,32.07,-89.5,1,150
2002,10,29,10/29/2002,MS,0,0,0,30.78,-89.13,30.78,-89.13,0.1,20
2002,11,10,11/10/2002,MS,1,0,0,33.45,-88.33,33.48,-88.22,9.5,400
2002,11,10,11/10/2002,MS,1,0,0,33.05,-89.05,33.13,-88.85,15,500
2002,11,10,11/10/2002,MS,1,0,0,32.55,-89.95,32.52,-89.92,2,50
2002,11,10,11/10/2002,MS,1,0,1,33.22,-88.95,33.4,-88.25,51,400
2002,11,10,11/10/2002,MS,2,0,0,32.9,-89.83,32.95,-89.58,10,1000
2002,11,10,11/10/2002,MS,3,55,0,33.38,-88.62,33.57,-88.15,29.2,440
2002,11,11,11/11/2002,MS,1,0,0,31.08,-89.82,31.08,-89.75,4,25
2002,12,19,12/19/2002,MS,0,0,0,31.17,-88.47,31.17,-88.47,0.1,20
2002,12,19,12/19/2002,MS,0,0,0,32.3,-88.62,32.35,-88.58,3,150
2002,12,19,12/19/2002,MS,2,0,0,32.28,-89.2,32.35,-89.13,5.5,440
2002,12,23,12/23/2002,MS,0,0,0,31.08,-89.03,31.08,-89.03,0.1,20
2002,12,23,12/23/2002,MS,0,0,0,31.25,-88.75,31.25,-88.75,0.1,20
2002,12,31,12/31/2002,MS,1,1,0,32.85,-90.42,32.85,-90.42,1.5,50
2003,2,15,2/15/2003,MS,0,0,0,32.13,-89.78,32.15,-89.78,1,50
2003,2,15,2/15/2003,MS,0,0,0,32.18,-89.6,32.27,-89.53,3.5,75
2003,2,15,2/15/2003,MS,1,0,0,32.35,-89.27,32.37,-89.23,2,75
2003,3,18,3/18/2003,MS,0,0,0,32.03,-91,32.03,-91,0.5,50
2003,3,18,3/18/2003,MS,0,0,0,32.28,-89.58,32.28,-89.58,0.5,100
2003,4,6,4/6/2003,MS,0,0,0,32.48,-90.87,32.45,-90.87,0.7,25
2003,4,6,4/6/2003,MS,0,0,0,32.65,-90.53,32.65,-90.53,0.3,25
2003,4,6,4/6/2003,MS,0,0,0,32.68,-90.38,32.68,-90.32,4,50
2003,4,6,4/6/2003,MS,0,0,0,32.47,-90.02,32.47,-90.02,0.3,25
2003,4,6,4/6/2003,MS,0,0,0,32.45,-89.92,32.45,-89.92,0.5,25
2003,4,6,4/6/2003,MS,0,0,0,32.58,-88.97,32.53,-88.68,12.5,200
2003,4,6,4/6/2003,MS,0,0,0,33.18,-90.52,33.18,-90.5,0.5,25
2003,4,6,4/6/2003,MS,0,0,0,32.68,-90.03,32.68,-90.03,0.3,25
2003,4,6,4/6/2003,MS,1,2,0,32.4,-90.27,32.4,-90.18,5,100
2003,4,6,4/6/2003,MS,1,0,0,32.42,-90,32.42,-89.93,4,50
2003,4,6,4/6/2003,MS,2,6,0,31.63,-90.62,31.68,-90.45,11,1230
2003,4,7,4/7/2003,MS,1,0,0,30.52,-89.72,30.53,-89.58,8.5,30
2003,4,24,4/24/2003,MS,0,0,0,30.83,-89.53,30.83,-89.53,2,25
2003,4,24,4/24/2003,MS,0,0,0,32.33,-90.33,32.33,-90.33,1,30
2003,4,24,4/24/2003,MS,0,0,0,31.03,-89.03,31.03,-89.03,0.1,20
